"","Date","Id","Site","School","Opp","H1","Opp.H1","H2","Opp.H2","Final","Opp.Final","Conference","Opp.Conf","WWt","WWt.game"
"6404",2019-01-16,25,"home","Texas A&M","Auburn",32,48,34,37,66,85,"SEC","SEC",0.00562302916518363,0.701354449895473
"6405",2019-01-16,26,"away","Kansas St.","Oklahoma",30,24,44,37,74,61,"Big 12","Big 12",0.976203106354028,0.655967523541985
"6406",2019-01-16,26,"home","Oklahoma","Kansas St.",24,30,37,44,61,74,"Big 12","Big 12",0.0488636642426386,0.655967523541985
"6407",2019-01-16,27,"away","Boston College","Louisville",33,43,37,37,70,80,"ACC","ACC",0.0536684321130716,0.644803234326071
"6408",2019-01-16,27,"home","Louisville","Boston College",43,33,37,37,80,70,"ACC","ACC",0.965359369202941,0.644803234326071
"6409",2019-01-16,28,"away","Duquesne","Richmond",28,32,46,36,74,68,"A10","A10",0.780481435304546,0.359084785726143
"6410",2019-01-16,28,"home","Richmond","Duquesne",32,28,36,46,68,74,"A10","A10",0.275785710113088,0.359084785726143
"6411",2019-01-16,29,"away","A&M-Corpus Christi","Sam Houston St.",26,41,24,31,50,72,"Southland","Southland",0.00147737628886169,0.705607558907907
"6412",2019-01-16,29,"home","Sam Houston St.","A&M-Corpus Christi",41,26,31,24,72,50,"Southland","Southland",0.999356807139083,0.705607558907907
"6413",2019-01-16,30,"away","George Washington","La Salle",14,23,45,33,59,56,"A10","A10",0.597036133477424,0.0971493054484484
"6414",2019-01-16,30,"home","La Salle","George Washington",23,14,33,45,56,59,"A10","A10",0.495312106137355,0.0971493054484484
"6415",2019-01-16,31,"away","Houston Baptist","Abilene Christian",33,34,35,41,68,75,"Southland","Southland",0.21125298126576,0.48568637747718
"6416",2019-01-16,31,"home","Abilene Christian","Houston Baptist",34,33,41,35,75,68,"Southland","Southland",0.890533502325977,0.48568637747718
"6417",2019-01-16,32,"away","Central Ark.","Incarnate Word",33,29,44,31,77,60,"Southland","Southland",0.980923526876837,0.671818076522917
"6418",2019-01-16,32,"home","Incarnate Word","Central Ark.",29,33,31,44,60,77,"Southland","Southland",0.0309028999883965,0.671818076522917
"6419",2019-01-16,33,"away","Dayton","VCU",36,37,35,39,71,76,"A10","A10",0.263831339555698,0.429129450981532
"6420",2019-01-16,33,"home","VCU","Dayton",37,36,39,35,76,71,"A10","A10",0.858296594351182,0.429129450981532
"6421",2019-01-16,34,"away","Lamar University","Southeastern La.",32,33,37,43,69,76,"Southland","Southland",0.212204004548107,0.48483072181722
"6422",2019-01-16,34,"home","Southeastern La.","Lamar University",33,32,43,37,76,69,"Southland","Southland",0.890172133576529,0.48483072181722
"6423",2019-01-16,35,"away","SFA","New Orleans",28,29,33,39,61,68,"Southland","Southland",0.204895008706053,0.495124517685167
"6424",2019-01-16,35,"home","New Orleans","SFA",29,28,39,33,68,61,"Southland","Southland",0.897569279656224,0.495124517685167
"6425",2019-01-16,36,"away","South Dakota St.","North Dakota",41,31,37,43,78,74,"Summit","Summit",0.913244839282096,0.56283309135544
"6426",2019-01-16,36,"home","North Dakota","South Dakota St.",31,41,43,37,74,78,"Summit","Summit",0.11788772391948,0.56283309135544
"6427",2019-01-16,37,"away","Evansville","Missouri St.",30,29,40,35,70,64,"MVC","MVC",0.872530834097037,0.471832465134783
"6428",2019-01-16,37,"home","Missouri St.","Evansville",29,30,35,40,64,70,"MVC","MVC",0.210437134973885,0.471832465134783
"6429",2019-01-16,38,"away","Drake","Bradley",33,15,36,37,69,52,"MVC","MVC",0.998998577600391,0.705233851054673
"6430",2019-01-16,38,"home","Bradley","Drake",15,33,37,36,52,69,"MVC","MVC",0.00164751006321727,0.705233851054673
"6431",2019-01-16,39,"away","Indiana St.","UNI",33,34,31,35,64,69,"MVC","MVC",0.259567877104825,0.436198648737074
"6432",2019-01-16,39,"home","UNI","Indiana St.",34,33,35,31,69,64,"MVC","MVC",0.863952820349243,0.436198648737074
"6433",2019-01-16,40,"away","Butler","DePaul",36,40,51,29,87,69,"Big East","Big East",0.936006047818504,0.623426099426226
"6434",2019-01-16,40,"home","DePaul","Butler",40,36,29,51,69,87,"Big East","Big East",0.0544005972720711,0.623426099426226
"6435",2019-01-16,41,"away","Georgia Tech","Clemson",30,35,30,37,60,72,"ACC","ACC",0.0621085066253044,0.639467803072685
"6436",2019-01-16,41,"home","Clemson","Georgia Tech",35,30,37,30,72,60,"ACC","ACC",0.966015140523014,0.639467803072685
"6437",2019-01-16,42,"away","Alabama","Missouri",32,26,38,34,70,60,"SEC","SEC",0.957149405383303,0.628226735733787
"6438",2019-01-16,42,"home","Missouri","Alabama",26,32,34,38,60,70,"SEC","SEC",0.0690902035826728,0.628226735733787
"6439",2019-01-16,43,"away","Houston","SMU",31,22,38,36,69,58,"AAC","AAC",0.980933277768054,0.658922271360278
"6440",2019-01-16,43,"home","SMU","Houston",22,31,36,38,58,69,"AAC","AAC",0.0495760419006736,0.658922271360278
"6441",2019-01-16,44,"away","Minnesota","Illinois",28,51,40,44,68,95,"Big Ten","Big Ten",0.000344780713386189,0.706776532689294
"6442",2019-01-16,44,"home","Illinois","Minnesota",51,28,44,40,95,68,"Big Ten","Big Ten",0.999877714046092,0.706776532689294
"6443",2019-01-16,45,"away","Iowa St.","Texas Tech",41,33,27,31,68,64,"Big 12","Big 12",0.90110444700383,0.537010391692191
"6444",2019-01-16,45,"home","Texas Tech","Iowa St.",33,41,31,27,64,68,"Big 12","Big 12",0.142935043193607,0.537010391692191
"6445",2019-01-16,46,"away","North Dakota St.","Denver",36,30,29,50,65,80,"Summit","Summit",0.110531866084024,0.554280276694349
"6446",2019-01-16,46,"home","Denver","North Dakota St.",30,36,50,29,80,65,"Summit","Summit",0.894387116671388,0.554280276694349
"6447",2019-01-16,47,"away","Utah St.","San Jose St.",41,35,40,28,81,63,"MWC","MWC",0.985615022793284,0.683495482447736
"6448",2019-01-16,47,"home","San Jose St.","Utah St.",35,41,28,40,63,81,"MWC","MWC",0.0190175427690312,0.683495482447736
"6449",2019-01-16,48,"away","UCF","Wichita St.",25,33,42,42,67,75,"AAC","AAC",0.0784561846592207,0.616156450940781
"6450",2019-01-16,48,"home","Wichita St.","UCF",33,25,42,42,75,67,"AAC","AAC",0.949388010280513,0.616156450940781
"6451",2019-01-16,49,"away","Long Beach St.","UC Irvine",30,32,50,38,80,70,"Big West","Big West",0.877006226235764,0.510562364865326
"6452",2019-01-16,49,"home","UC Irvine","Long Beach St.",32,30,38,50,70,80,"Big West","Big West",0.155703276523951,0.510562364865326
"6453",2019-01-16,50,"away","UNLV","Air Force",34,48,54,58,88,106,"MWC","MWC",0.0118640168675897,0.693319457034491
"6454",2019-01-16,50,"home","Air Force","UNLV",48,34,58,54,106,88,"MWC","MWC",0.992356711616645,0.693319457034491
"6455",2019-01-17,1,"away","Omaha","Western Ill.",45,33,35,38,80,71,"Summit","Summit",0.969064369249165,0.645561716864013
"6456",2019-01-17,1,"home","Western Ill.","Omaha",33,45,38,35,71,80,"Summit","Summit",0.0564590799246424,0.645561716864013
"6457",2019-01-17,2,"away","UC Santa Barbara","UC Davis",43,31,26,27,69,58,"Big West","Big West",0.982805203505406,0.670025298901411
"6458",2019-01-17,2,"home","UC Davis","UC Santa Barbara",31,43,27,26,58,69,"Big West","Big West",0.0354216571599261,0.670025298901411
"6459",2019-01-17,3,"away","Niagara","Siena",24,31,33,35,57,66,"MAAC","MAAC",0.0875135226936853,0.621089647393442
"6460",2019-01-17,3,"home","Siena","Niagara",31,24,35,33,66,57,"MAAC","MAAC",0.96433528418454,0.621089647393442
"6461",2019-01-17,4,"away","Northern Ky.","Cleveland St.",48,41,43,35,91,76,"Horizon","Horizon",0.977772322265658,0.65709358939078
"6462",2019-01-17,4,"home","Cleveland St.","Northern Ky.",41,48,35,43,76,91,"Horizon","Horizon",0.0488840578129175,0.65709358939078
"6463",2019-01-17,5,"away","James Madison","Delaware",29,41,40,35,69,76,"CAA","CAA",0.0679382289024266,0.631205351431844
"6464",2019-01-17,5,"home","Delaware","James Madison",41,29,35,40,76,69,"CAA","CAA",0.960155214718062,0.631205351431844
"6465",2019-01-17,6,"away","FIU","Western Ky.",34,43,43,33,77,76,"C-USA","C-USA",0.59834869379845,0.102740086740944
"6466",2019-01-17,6,"home","Western Ky.","FIU",43,34,33,43,76,77,"C-USA","C-USA",0.529716322983764,0.102740086740944
"6467",2019-01-17,7,"away","UNCW","Hofstra",42,41,30,46,72,87,"CAA","CAA",0.0871589131664463,0.605946444986659
"6468",2019-01-17,7,"home","Hofstra","UNCW",41,42,46,30,87,72,"CAA","CAA",0.943546312366657,0.605946444986659
"6469",2019-01-17,8,"away","Fairfield","Monmouth",31,38,26,36,57,74,"MAAC","MAAC",0.023159083760979,0.683829875742191
"6470",2019-01-17,8,"home","Monmouth","Fairfield",38,31,36,26,74,57,"MAAC","MAAC",0.990148997303791,0.683829875742191
"6471",2019-01-17,9,"away","Louisiana Tech","Old Dominion",31,38,32,26,63,64,"C-USA","C-USA",0.250521468039531,0.438159968349008
"6472",2019-01-17,9,"home","Old Dominion","Louisiana Tech",38,31,26,32,64,63,"C-USA","C-USA",0.86020080504415,0.438159968349008
"6473",2019-01-17,10,"away","Tennessee St.","Tennessee Tech",35,26,44,36,79,62,"OVC","OVC",0.992831724991085,0.688352751188238
"6474",2019-01-17,10,"home","Tennessee Tech","Tennessee St.",26,35,36,44,62,79,"OVC","OVC",0.0194311694348787,0.688352751188238
"6475",2019-01-17,11,"away","Gardner-Webb","Radford",31,37,27,38,58,75,"Big South","Big South",0.0241139940016713,0.680562285470715
"6476",2019-01-17,11,"home","Radford","Gardner-Webb",37,31,38,27,75,58,"Big South","Big South",0.986515707557404,0.680562285470715
"6477",2019-01-17,12,"away","Canisius","Quinnipiac",31,31,34,32,65,63,"MAAC","MAAC",0.768467327698913,0.320405149806197
"6478",2019-01-17,12,"home","Quinnipiac","Canisius",31,31,32,34,63,65,"MAAC","MAAC",0.325115026430124,0.320405149806197
"6479",2019-01-17,13,"away","Towson","Drexel",34,35,32,37,66,72,"CAA","CAA",0.212013949061315,0.468293760831937
"6480",2019-01-17,13,"home","Drexel","Towson",35,34,37,32,72,66,"CAA","CAA",0.869273720834371,0.468293760831937
"6481",2019-01-17,14,"away","VMI","ETSU",33,47,49,38,82,85,"SoCon","SoCon",0.0965854934001334,0.58909520499719
"6482",2019-01-17,14,"home","ETSU","VMI",47,33,38,49,85,82,"SoCon","SoCon",0.929289991049718,0.58909520499719
"6483",2019-01-17,15,"away","Southern Miss.","Charlotte",27,22,36,38,63,60,"C-USA","C-USA",0.885887681502839,0.47050536272995
"6484",2019-01-17,15,"home","Charlotte","Southern Miss.",22,27,38,36,60,63,"C-USA","C-USA",0.230804915308608,0.47050536272995
"6485",2019-01-17,16,"away","UT Martin","Eastern Ky.",30,55,43,42,73,97,"OVC","OVC",0.000495941483693094,0.706495392026909
"6486",2019-01-17,16,"home","Eastern Ky.","UT Martin",55,30,42,43,97,73,"OVC","OVC",0.999631298540227,0.706495392026909
"6487",2019-01-17,17,"away","Manhattan","Saint Peter's",30,24,28,32,58,56,"MAAC","MAAC",0.862065938846474,0.471677551091479
"6488",2019-01-17,17,"home","Saint Peter's","Manhattan",24,30,32,28,56,58,"MAAC","MAAC",0.197695570441193,0.471677551091479
"6489",2019-01-17,18,"away","Fla. Atlantic","Marshall",42,49,42,47,84,96,"C-USA","C-USA",0.0722555609062896,0.62733120933566
"6490",2019-01-17,18,"home","Marshall","Fla. Atlantic",49,42,47,42,96,84,"C-USA","C-USA",0.958889029102841,0.62733120933566
"6491",2019-01-17,19,"away","Wright St.","Youngstown St.",38,45,42,29,80,74,"Horizon","Horizon",0.749093596613205,0.310859587290432
"6492",2019-01-17,19,"home","Youngstown St.","Wright St.",45,38,29,42,74,80,"Horizon","Horizon",0.314026713916552,0.310859587290432
"6493",2019-01-17,20,"away","Col. of Charleston","Northeastern",23,23,37,46,60,69,"CAA","CAA",0.161625894087174,0.526828332242358
"6494",2019-01-17,20,"home","Northeastern","Col. of Charleston",23,23,46,37,69,60,"CAA","CAA",0.903795809910108,0.526828332242358
"6495",2019-01-17,21,"away","Ga. Southern","Troy",43,44,47,38,90,82,"Sun Belt","Sun Belt",0.863823310696771,0.469612609771474
"6496",2019-01-17,21,"home","Troy","Ga. Southern",44,43,38,47,82,90,"Sun Belt","Sun Belt",0.203068018142175,0.469612609771474
"6497",2019-01-17,22,"away","UNC Greensboro","Western Caro.",33,27,36,33,69,60,"SoCon","SoCon",0.953510090161784,0.609276576483477
"6498",2019-01-17,22,"home","Western Caro.","UNC Greensboro",27,33,33,36,60,69,"SoCon","SoCon",0.093125885840748,0.609276576483477
"6499",2019-01-17,23,"away","UTSA","Middle Tenn.",31,45,55,44,86,89,"C-USA","C-USA",0.0931059019465314,0.592267957127074
"6500",2019-01-17,23,"home","Middle Tenn.","UTSA",45,31,44,55,89,86,"C-USA","C-USA",0.93037021970477,0.592267957127074
"6501",2019-01-17,24,"away","Southeast Mo. St.","Morehead St.",28,30,41,43,69,73,"OVC","OVC",0.234923493295643,0.431119225399594
"6502",2019-01-17,24,"home","Morehead St.","Southeast Mo. St.",30,28,43,41,73,69,"OVC","OVC",0.839997400140884,0.431119225399594
"6503",2019-01-17,25,"away","South Dakota","Oral Roberts",32,39,42,38,74,77,"Summit","Summit",0.209170394837003,0.485002726537481
"6504",2019-01-17,25,"home","Oral Roberts","South Dakota",39,32,38,42,77,74,"Summit","Summit",0.888131144730135,0.485002726537481
"6505",2019-01-17,26,"away","Arkansas St.","UT Arlington",18,27,41,41,59,68,"Sun Belt","Sun Belt",0.0636968325272008,0.644183756726089
"6506",2019-01-17,26,"home","UT Arlington","Arkansas St.",27,18,41,41,68,59,"Sun Belt","Sun Belt",0.973932757343212,0.644183756726089
"6507",2019-01-17,27,"away","Little Rock","Texas St.",31,30,31,50,62,80,"Sun Belt","Sun Belt",0.0389562814371521,0.654493173192849
"6508",2019-01-17,27,"home","Texas St.","Little Rock",30,31,50,31,80,62,"Sun Belt","Sun Belt",0.964542789557416,0.654493173192849
"6509",2019-01-17,28,"away","The Citadel","Samford",32,39,45,41,77,80,"SoCon","SoCon",0.209791455399679,0.483741032607239
"6510",2019-01-17,28,"home","Samford","The Citadel",39,32,41,45,80,77,"SoCon","SoCon",0.887019879681756,0.483741032607239
"6511",2019-01-17,29,"away","Michigan St.","Nebraska",33,28,37,36,70,64,"Big Ten","Big Ten",0.912203227222926,0.538104812286133
"6512",2019-01-17,29,"home","Nebraska","Michigan St.",28,33,36,37,64,70,"Big Ten","Big Ten",0.154102199381812,0.538104812286133
"6513",2019-01-17,30,"away","UTEP","UAB",32,29,31,47,63,76,"C-USA","C-USA",0.122506650461444,0.563003891524492
"6514",2019-01-17,30,"home","UAB","UTEP",29,32,47,31,76,63,"C-USA","C-USA",0.917698638884404,0.563003891524492
"6515",2019-01-17,31,"away","UIC","Milwaukee",23,32,46,49,69,81,"Horizon","Horizon",0.0422889708578175,0.661944451560614
"6516",2019-01-17,31,"home","Milwaukee","UIC",32,23,49,46,81,69,"Horizon","Horizon",0.978195640667589,0.661944451560614
"6517",2019-01-17,32,"away","Mercer","Chattanooga",35,38,35,35,70,73,"SoCon","SoCon",0.282388853303423,0.41094748805875
"6518",2019-01-17,32,"home","Chattanooga","Mercer",38,35,35,35,73,70,"SoCon","SoCon",0.848601816941905,0.41094748805875
"6519",2019-01-17,33,"away","IUPUI","Green Bay",35,31,41,39,76,70,"Horizon","Horizon",0.892921904310731,0.518232816214375
"6520",2019-01-17,33,"home","Green Bay","IUPUI",31,35,39,41,70,76,"Horizon","Horizon",0.162098196343507,0.518232816214375
"6521",2019-01-17,34,"away","Georgia St.","South Alabama",35,29,34,37,69,66,"Sun Belt","Sun Belt",0.881157538562828,0.482586860261883
"6522",2019-01-17,34,"home","South Alabama","Georgia St.",29,35,37,34,66,69,"Sun Belt","Sun Belt",0.20401181021171,0.482586860261883
"6523",2019-01-17,35,"away","Belmont","Jacksonville St.",47,33,28,42,80,91,"OVC","OVC",0.225685177547344,0.403710048458376
"6524",2019-01-17,35,"home","Jacksonville St.","Belmont",33,47,42,28,91,80,"OVC","OVC",0.796197875429639,0.403710048458376
"6525",2019-01-17,36,"away","Austin Peay","SIUE",38,35,41,36,79,71,"OVC","OVC",0.912006480884001,0.541241619022565
"6526",2019-01-17,36,"home","SIUE","Austin Peay",35,38,36,41,71,79,"OVC","OVC",0.149011182697014,0.541241619022565
"6527",2019-01-17,37,"away","Portland St.","Southern Utah",33,36,36,47,69,83,"Big Sky","Big Sky",0.0617652611841242,0.636848767428327
"6528",2019-01-17,37,"home","Southern Utah","Portland St.",36,33,47,36,83,69,"Big Sky","Big Sky",0.962089456999357,0.636848767428327
"6529",2019-01-17,38,"away","Murray St.","Eastern Ill.",48,29,35,32,83,61,"OVC","OVC",0.999302487640383,0.705633043784321
"6530",2019-01-17,38,"home","Eastern Ill.","Murray St.",29,48,32,35,61,83,"OVC","OVC",0.00138690518955388,0.705633043784321
"6531",2019-01-17,39,"away","Sacramento St.","Northern Ariz.",38,32,28,32,66,64,"Big Sky","Big Sky",0.850648869075296,0.453751665280794
"6532",2019-01-17,39,"home","Northern Ariz.","Sacramento St.",32,38,32,28,64,66,"Big Sky","Big Sky",0.212013985823426,0.453751665280794
"6533",2019-01-17,40,"away","San Francisco","Pacific",30,24,23,28,53,52,"WCC","WCC",0.857137791959677,0.442257444311688
"6534",2019-01-17,40,"home","Pacific","San Francisco",24,30,28,23,52,53,"WCC","WCC",0.239147082432893,0.442257444311688
"6535",2019-01-17,41,"away","Idaho St.","Weber St.",29,39,30,37,59,76,"Big Sky","Big Sky",0.0149368908493238,0.69173712808225
"6536",2019-01-17,41,"home","Weber St.","Idaho St.",39,29,37,30,76,59,"Big Sky","Big Sky",0.993167349394258,0.69173712808225
"6537",2019-01-17,42,"away","Chicago St.","Grand Canyon",26,43,20,37,46,80,"WAC","WAC",2.10348866450697e-05,0.707079114070902
"6538",2019-01-17,42,"home","Grand Canyon","Chicago St.",43,26,37,20,80,46,"WAC","WAC",0.999981907672138,0.707079114070902
"6539",2019-01-17,43,"away","UTRGV","Utah Valley",27,43,34,39,61,82,"WAC","WAC",0.00274829886252776,0.704360413476114
"6540",2019-01-17,43,"home","Utah Valley","UTRGV",43,27,39,34,82,61,"WAC","WAC",0.998863045121737,0.704360413476114
"6541",2019-01-17,44,"away","Loyola Marymount","Gonzaga",22,36,33,37,55,73,"WCC","WCC",0.00403655359488405,0.702563635267895
"6542",2019-01-17,44,"home","Gonzaga","Loyola Marymount",36,22,37,33,73,55,"WCC","WCC",0.997610210336162,0.702563635267895
"6543",2019-01-17,45,"away","Oregon","Arizona",31,23,28,31,59,54,"Pac-12","Pac-12",0.935797828337189,0.578453129733016
"6544",2019-01-17,45,"home","Arizona","Oregon",23,31,31,28,54,59,"Pac-12","Pac-12",0.119620878445581,0.578453129733016
"6545",2019-01-17,46,"away","Stanford","Washington",24,37,40,43,64,80,"Pac-12","Pac-12",0.0114206956518132,0.694961842042534
"6546",2019-01-17,46,"home","Washington","Stanford",37,24,43,40,80,64,"Pac-12","Pac-12",0.994228919892183,0.694961842042534
"6547",2019-01-17,47,"away","San Diego","Portland",38,28,38,27,76,55,"WCC","WCC",0.997151987435804,0.701143047183116
"6548",2019-01-17,47,"home","Portland","San Diego",28,38,27,38,55,76,"WCC","WCC",0.00558977154405923,0.701143047183116
"6549",2019-01-17,48,"away","UMKC","CSU Bakersfield",30,37,43,37,73,74,"WAC","WAC",0.24845134412275,0.43803831139318
"6550",2019-01-17,48,"home","CSU Bakersfield","UMKC",37,30,37,43,74,73,"WAC","WAC",0.858609587120224,0.43803831139318
"6551",2019-01-17,49,"away","Hawaii","CSUN",44,37,40,42,84,79,"Big West","Big West",0.908641796148072,0.520639602823022
"6552",2019-01-17,49,"home","CSUN","Hawaii",37,44,42,40,79,84,"Big West","Big West",0.177389587166515,0.520639602823022
"6553",2019-01-17,50,"away","UC Riverside","Cal St. Fullerton",31,32,30,37,61,69,"Big West","Big West",0.160492779099442,0.526658989890995
"6554",2019-01-17,50,"home","Cal St. Fullerton","UC Riverside",32,31,37,30,69,61,"Big West","Big West",0.902622079113134,0.526658989890995
"6555",2019-01-17,51,"away","New Mexico St.","Seattle U",50,24,37,36,87,60,"WAC","WAC",0.999955092609619,0.707018349860109
"6556",2019-01-17,51,"home","Seattle U","New Mexico St.",24,50,36,37,60,87,"WAC","WAC",8.01540120469978e-05,0.707018349860109
"6557",2019-01-17,52,"away","California","Washington St.",33,42,26,40,59,82,"Pac-12","Pac-12",0.00561562952785582,0.701171032907227
"6558",2019-01-17,52,"home","Washington St.","California",42,33,40,26,82,59,"Pac-12","Pac-12",0.997217167464126,0.701171032907227
"6559",2019-01-17,53,"away","Oregon St.","Arizona St.",22,31,45,39,67,70,"Pac-12","Pac-12",0.155036671494604,0.540789904961561
"6560",2019-01-17,53,"home","Arizona St.","Oregon St.",31,22,39,45,70,67,"Pac-12","Pac-12",0.916478118626673,0.540789904961561
"6561",2019-01-17,54,"away","Santa Clara","Saint Mary's (CA)",28,42,27,33,55,75,"WCC","WCC",0.00315289521247786,0.703572644019625
"6562",2019-01-17,54,"home","Saint Mary's (CA)","Santa Clara",42,28,33,27,75,55,"WCC","WCC",0.998154012206088,0.703572644019625
"6563",2019-01-17,55,"away","BYU","Pepperdine",44,35,43,41,87,76,"WCC","WCC",0.969147604019014,0.636530597147786
"6564",2019-01-17,55,"home","Pepperdine","BYU",35,44,41,43,76,87,"WCC","WCC",0.0698003640767056,0.636530597147786
"6565",2019-01-18,1,"away","Maryland","Ohio St.",45,38,30,23,75,61,"Big Ten","Big Ten",0.978574732475774,0.664713733419258
"6566",2019-01-18,1,"home","Ohio St.","Maryland",38,45,23,30,61,75,"Big Ten","Big Ten",0.0386860365955634,0.664713733419258
"6567",2019-01-18,2,"away","Northwestern","Rutgers",33,26,32,31,65,57,"Big Ten","Big Ten",0.951311641490157,0.609256679522058
"6568",2019-01-18,2,"home","Rutgers","Northwestern",26,33,31,32,57,65,"Big Ten","Big Ten",0.0907183075219412,0.609256679522058
"6569",2019-01-18,3,"away","Marist","Iona",39,40,38,50,77,90,"MAAC","MAAC",0.106157523507612,0.591480061853026
"6570",2019-01-18,3,"home","Iona","Marist",40,39,50,38,90,77,"MAAC","MAAC",0.941289890298886,0.591480061853026
"6571",2019-01-18,4,"away","Saint Joseph's","Saint Louis",25,34,32,34,57,68,"A10","A10",0.0513658605641371,0.657073734222218
"6572",2019-01-18,4,"home","Saint Louis","Saint Joseph's",34,25,34,32,68,57,"A10","A10",0.980076349279334,0.657073734222218
"6573",2019-01-18,5,"away","Eastern Mich.","Buffalo",29,41,36,36,65,77,"MAC","MAC",0.027038852951137,0.675686309304581
"6574",2019-01-18,5,"home","Buffalo","Eastern Mich.",41,29,36,36,77,65,"MAC","MAC",0.982555428903116,0.675686309304581
"6575",2019-01-18,6,"away","Ohio","Toledo",27,41,25,34,52,75,"MAC","MAC",0.00168508703552426,0.705411238536283
"6576",2019-01-18,6,"home","Toledo","Ohio",41,27,34,25,75,52,"MAC","MAC",0.999286754251002,0.705411238536283
"6577",2019-01-18,7,"away","Xavier","Villanova",31,39,44,46,75,85,"Big East","Big East",0.0679364697630525,0.628659592579791
"6578",2019-01-18,7,"home","Villanova","Xavier",39,31,46,44,85,75,"Big East","Big East",0.9566552191553,0.628659592579791
"6579",2019-01-19,1,"away","Delaware St.","Bethune-Cookman",24,30,25,39,49,69,"MEAC","MEAC",0.00702846208256547,0.697828694965284
"6580",2019-01-19,1,"home","Bethune-Cookman","Delaware St.",30,24,39,25,69,49,"MEAC","MEAC",0.993906823520663,0.697828694965284
"6581",2019-01-19,2,"away","Hampton","Gardner-Webb",36,32,34,38,74,87,"Big South","Big South",0.145525812405146,0.527210035354226
"6582",2019-01-19,2,"home","Gardner-Webb","Hampton",32,36,38,34,87,74,"Big South","Big South",0.890254367953996,0.527210035354226
"6583",2019-01-19,3,"away","Kansas","West Virginia",23,23,41,42,64,65,"Big 12","Big 12",0.384383096463355,0.283950986180001
"6584",2019-01-19,3,"home","West Virginia","Kansas",23,23,42,41,65,64,"Big 12","Big 12",0.759347053519398,0.283950986180001
"6585",2019-01-19,4,"away","Cal Poly","UC Davis",31,22,32,53,63,75,"Big West","Big West",0.17787278806991,0.450174716758788
"6586",2019-01-19,4,"home","UC Davis","Cal Poly",22,31,53,32,75,63,"Big West","Big West",0.814469926929431,0.450174716758788
"6587",2019-01-19,5,"away","Tulsa","UCF",32,23,30,41,62,64,"AAC","AAC",0.479941048075979,0.0924683708434123
"6588",2019-01-19,5,"home","UCF","Tulsa",23,32,41,30,64,62,"AAC","AAC",0.590266483559207,0.0924683708434123
"6589",2019-01-19,6,"away","Florida","Georgia",33,23,29,29,62,52,"SEC","SEC",0.977408798389728,0.665487205172778
"6590",2019-01-19,6,"home","Georgia","Florida",23,33,29,29,52,62,"SEC","SEC",0.0363686168207006,0.665487205172778
"6591",2019-01-19,7,"away","North Carolina","Miami (FL)",37,37,48,39,85,76,"ACC","ACC",0.890013515572182,0.506130958732135
"6592",2019-01-19,7,"home","Miami (FL)","North Carolina",37,37,39,48,76,85,"ACC","ACC",0.177419769579508,0.506130958732135
"6593",2019-01-19,8,"away","Loyola Maryland","Holy Cross",28,30,33,31,67,65,"Patriot","Patriot",0.74383681962301,0.286913690213495
"6594",2019-01-19,8,"home","Holy Cross","Loyola Maryland",30,28,31,33,65,67,"Patriot","Patriot",0.348794606484883,0.286913690213495
"6595",2019-01-19,9,"away","Michigan","Wisconsin",27,25,27,39,54,64,"Big Ten","Big Ten",0.135259560946248,0.534743792746152
"6596",2019-01-19,9,"home","Wisconsin","Michigan",25,27,39,27,64,54,"Big Ten","Big Ten",0.891043905462566,0.534743792746152
"6597",2019-01-19,10,"away","Richmond","Davidson",24,34,38,41,62,75,"A10","A10",0.0298653950670951,0.676330372745897
"6598",2019-01-19,10,"home","Davidson","Richmond",34,24,41,38,75,62,"A10","A10",0.986205950542756,0.676330372745897
"6599",2019-01-19,11,"away","Wright St.","Cleveland St.",41,31,48,35,89,66,"Horizon","Horizon",0.996953897179952,0.701095336827409
"6600",2019-01-19,11,"home","Cleveland St.","Wright St.",31,41,35,48,66,89,"Horizon","Horizon",0.00545829761404775,0.701095336827409
"6601",2019-01-19,12,"away","Colgate","Boston U.",42,33,35,23,77,56,"Patriot","Patriot",0.996432468149828,0.69898604121147
"6602",2019-01-19,12,"home","Boston U.","Colgate",33,42,23,35,56,77,"Patriot","Patriot",0.00792653965576167,0.69898604121147
"6603",2019-01-19,13,"away","Arkansas","Ole Miss",35,46,32,38,67,84,"SEC","SEC",0.0192630716249369,0.688260751940746
"6604",2019-01-19,13,"home","Ole Miss","Arkansas",46,35,38,32,84,67,"SEC","SEC",0.992539204894951,0.688260751940746
"6605",2019-01-19,14,"away","Albany (NY)","UMBC",29,26,26,29,64,65,"AE","AE",0.413901550408616,0.248375447861162
"6606",2019-01-19,14,"home","UMBC","Albany (NY)",26,29,29,26,65,64,"AE","AE",0.732975149057132,0.248375447861162
"6607",2019-01-19,15,"away","Western Caro.","VMI",44,47,39,44,83,91,"SoCon","SoCon",0.160882529425542,0.525556359776906
"6608",2019-01-19,15,"home","VMI","Western Caro.",47,44,44,39,91,83,"SoCon","SoCon",0.901508192261546,0.525556359776906
"6609",2019-01-19,16,"away","Canisius","Fairfield",25,26,48,42,73,68,"MAAC","MAAC",0.835182838943743,0.391026432470767
"6610",2019-01-19,16,"home","Fairfield","Canisius",26,25,42,48,68,73,"MAAC","MAAC",0.298619426536649,0.391026432470767
