"","Date","Id","Site","School","Opp","H1","Opp.H1","H2","Opp.H2","Final","Opp.Final","Conference","Opp.Conf","WWt","WWt.game"
"1",2018-11-06,1,"away","Mid-Atlantic Christ.","Hampton",28,55,30,55,58,110,NA,"Big South",2.15279295417052e-08,0.707106742274413
"2",2018-11-06,1,"home","Hampton","Mid-Atlantic Christ.",55,28,55,30,110,58,"Big South",NA,0.999999966497861,0.707106742274413
"3",2018-11-06,2,"away","Maine","Denver",27,27,23,36,50,63,"AE","Summit",0.0776403219527038,0.615810372553904
"4",2018-11-06,2,"home","Denver","Maine",27,27,36,23,63,50,"Summit","AE",0.948145866102502,0.615810372553904
"5",2018-11-06,3,"away","Wis. Lutheran","Green Bay",20,59,34,51,54,110,NA,"Horizon",3.88241115857916e-11,0.707106781148397
"6",2018-11-06,3,"home","Green Bay","Wis. Lutheran",59,20,51,34,110,54,"Horizon",NA,0.99999999998487,0.707106781148397
"7",2018-11-06,4,"away","Saint Francis (PA)","Buffalo",34,42,33,40,67,82,"NEC","MAC",0.0339845331553315,0.671200923889792
"8",2018-11-06,4,"home","Buffalo","Saint Francis (PA)",42,34,40,33,82,67,"MAC","NEC",0.983053066331284,0.671200923889792
"9",2018-11-06,5,"away","Rochester College","Eastern Mich.",39,42,28,35,67,77,NA,"MAC",0.111418975789233,0.582127094020972
"10",2018-11-06,5,"home","Eastern Mich.","Rochester College",42,39,35,28,77,67,"MAC",NA,0.933447506875531,0.582127094020972
"11",2018-11-06,6,"away","Ky. Christian","Morehead St.",41,61,41,41,82,102,NA,"OVC",0.00402085344109022,0.702257429111733
"12",2018-11-06,6,"home","Morehead St.","Ky. Christian",61,41,41,41,102,82,"OVC",NA,0.997162129411841,0.702257429111733
"13",2018-11-06,7,"away","Siena","Providence",34,50,33,27,67,77,"MAAC","Big East",0.0257244590832513,0.674950580109894
"14",2018-11-06,7,"home","Providence","Siena",50,34,27,33,77,67,"Big East","MAAC",0.980230149906072,0.674950580109894
"15",2018-11-06,8,"away","Rider","UCF",34,43,36,41,70,84,"MAAC","AAC",0.0355538857012555,0.668797454367455
"16",2018-11-06,8,"home","UCF","Rider",43,34,41,36,84,70,"AAC","MAAC",0.98122743259418,0.668797454367455
"17",2018-11-06,9,"away","Loyola Maryland","St. John's (NY)",23,48,32,28,55,76,"Patriot","Big East",0.000410175415782262,0.70665248189961
"18",2018-11-06,9,"home","St. John's (NY)","Loyola Maryland",48,23,28,32,76,55,"Big East","Patriot",0.999767683375775,0.70665248189961
"19",2018-11-06,10,"away","Wagner","Seton Hall",27,43,22,46,49,89,"NEC","Big East",3.57766620516071e-06,0.707094264859074
"20",2018-11-06,10,"home","Seton Hall","Wagner",43,27,46,22,89,49,"Big East","NEC",0.999985876850536,0.707094264859074
"21",2018-11-06,11,"away","Milwaukee","Boston College",37,27,16,46,53,73,"Horizon","ACC",0.0447820775267342,0.618716738128911
"22",2018-11-06,11,"home","Boston College","Milwaukee",27,37,46,16,73,53,"ACC","Horizon",0.919031078918979,0.618716738128911
"23",2018-11-06,12,"away","Fairfield","Purdue",27,44,30,46,57,90,"MAAC","Big Ten",0.000109284347637877,0.706999090615217
"24",2018-11-06,12,"home","Purdue","Fairfield",44,27,46,30,90,57,"Big Ten","MAAC",0.999956984684996,0.706999090615217
"25",2018-11-06,13,"away","Morgan St.","Villanova",43,54,34,46,77,100,"MEAC","Big East",0.00854410295369888,0.698305281973753
"26",2018-11-06,13,"home","Villanova","Morgan St.",54,43,46,34,100,77,"Big East","MEAC",0.996086049079047,0.698305281973753
"27",2018-11-06,14,"away","Cedarville","Akron",29,31,21,39,50,70,NA,"MAC",0.0125027371148397,0.687761896073505
"28",2018-11-06,14,"home","Akron","Cedarville",31,29,39,21,70,50,"MAC",NA,0.985142086784995,0.687761896073505
"29",2018-11-06,15,"away","Rivier","New Hampshire",18,52,36,56,54,108,NA,"AE",1.91339230977464e-10,0.707106780977509
"30",2018-11-06,15,"home","New Hampshire","Rivier",52,18,56,36,108,54,"AE",NA,0.999999999895714,0.707106780977509
"31",2018-11-06,16,"away","CCNY","Fordham",25,45,33,61,58,106,NA,"A10",2.5625668218609e-07,0.707105829242422
"32",2018-11-06,16,"home","Fordham","CCNY",45,25,61,33,106,58,"A10",NA,0.999998910004042,0.707105829242422
"33",2018-11-06,17,"away","Chicago St.","Indiana",32,53,23,51,55,104,"WAC","Big Ten",2.5825261860304e-07,0.707105997942109
"34",2018-11-06,17,"home","Indiana","Chicago St.",53,32,51,23,104,55,"Big Ten","WAC",0.999999150577536,0.707105997942109
"35",2018-11-06,18,"away","Tiffin","Bowling Green",20,45,32,46,52,91,NA,"MAC",1.41359166732197e-06,0.707105595488802
"36",2018-11-06,18,"home","Bowling Green","Tiffin",45,20,46,32,91,52,"MAC",NA,0.999999736761173,0.707105595488802
"37",2018-11-06,19,"away","Concordia (MI)","Central Mich.",25,41,42,57,67,98,NA,"MAC",0.000305903328079149,0.706789710635564
"38",2018-11-06,19,"home","Central Mich.","Concordia (MI)",41,25,57,42,98,67,"MAC",NA,0.999857484500869,0.706789710635564
"39",2018-11-06,20,"away","Bryant","Rhode Island",32,49,31,48,63,97,"NEC","A10",0.000106095542418809,0.706980583426575
"40",2018-11-06,20,"home","Rhode Island","Bryant",49,32,48,31,97,63,"A10","NEC",0.999927624390106,0.706980583426575
"41",2018-11-06,21,"away","Sacred Heart","Holy Cross",30,51,51,42,81,93,"NEC","Patriot",0.0108238975561481,0.692566581542432
"42",2018-11-06,21,"home","Holy Cross","Sacred Heart",51,30,42,51,93,81,"Patriot","NEC",0.990260349882807,0.692566581542432
"43",2018-11-06,22,"away","Brevard","South Carolina St.",18,47,33,52,51,99,NA,"MEAC",8.05579522907434e-09,0.707106773657762
"44",2018-11-06,22,"home","South Carolina St.","Brevard",47,18,52,33,99,51,"MEAC",NA,0.999999997408484,0.707106773657762
"45",2018-11-06,23,"away","Mars Hill","Appalachian St.",39,60,23,65,62,125,NA,"Sun Belt",3.63376401383436e-09,0.707106651266383
"46",2018-11-06,23,"home","Appalachian St.","Mars Hill",60,39,65,23,125,62,"Sun Belt",NA,0.999999819898889,0.707106651266383
"47",2018-11-06,24,"away","Cleveland St.","Davidson",31,42,32,41,63,83,"Horizon","A10",0.00753539613600982,0.699080203128826
"48",2018-11-06,24,"home","Davidson","Cleveland St.",42,31,41,32,83,63,"A10","Horizon",0.996177130012785,0.699080203128826
"49",2018-11-06,25,"away","Wilmington (OH)","Northern Ky.",16,48,22,54,38,102,NA,"Horizon",2.89749023729368e-14,0.707106781185823
"50",2018-11-06,25,"home","Northern Ky.","Wilmington (OH)",48,16,54,22,102,38,"Horizon",NA,0.999999999999005,0.707106781185823
"51",2018-11-06,26,"away","UIC","Notre Dame",23,46,44,38,67,84,"Horizon","ACC",0.00203197587753997,0.704663337936336
"52",2018-11-06,26,"home","Notre Dame","UIC",46,23,38,44,84,67,"ACC","Horizon",0.998576239689731,0.704663337936336
"53",2018-11-06,27,"away","Kalamazoo","Oakland",17,54,28,45,45,99,NA,"Horizon",1.48647016274103e-11,0.707106781172458
"54",2018-11-06,27,"home","Oakland","Kalamazoo",54,17,45,28,99,45,"Horizon",NA,0.999999999994938,0.707106781172458
"55",2018-11-06,28,"away","East. Mennonite","James Madison",27,48,31,38,58,86,NA,"CAA",0.000176486934782419,0.706928191520437
"56",2018-11-06,28,"home","James Madison","East. Mennonite",48,27,38,31,86,58,"CAA",NA,0.999923917965023,0.706928191520437
"57",2018-11-06,29,"away","Washington Col.","VMI",16,45,40,44,56,89,NA,"SoCon",2.76101915089501e-06,0.707103758484747
"58",2018-11-06,29,"home","VMI","Washington Col.",45,16,44,40,89,56,"SoCon",NA,0.999998486272491,0.707103758484747
"59",2018-11-06,30,"away","ETSU","Georgia St.",29,32,39,42,68,74,"SoCon","Sun Belt",0.185388044769082,0.502243558744729
"60",2018-11-06,30,"home","Georgia St.","ETSU",32,29,42,39,74,68,"Sun Belt","SoCon",0.891494457082535,0.502243558744729
"61",2018-11-06,31,"away","Colgate","NJIT",30,36,40,34,78,81,"Patriot","ASUN",0.275562509009489,0.392326987907502
"62",2018-11-06,31,"home","NJIT","Colgate",36,30,34,40,81,78,"ASUN","Patriot",0.821789182662278,0.392326987907502
"63",2018-11-06,32,"away","Youngstown St.","Pittsburgh",24,27,29,42,53,69,"Horizon","ACC",0.0308082208501278,0.671488286919998
"64",2018-11-06,32,"home","Pittsburgh","Youngstown St.",27,24,42,29,69,53,"ACC","Horizon",0.980370267448903,0.671488286919998
"65",2018-11-06,33,"away","Navy","Old Dominion",20,35,24,32,44,67,"Patriot","C-USA",0.000866501940650605,0.706344023321966
"66",2018-11-06,33,"home","Old Dominion","Navy",35,20,32,24,67,44,"C-USA","Patriot",0.999787585277686,0.706344023321966
"67",2018-11-06,34,"away","Gardner-Webb","VCU",22,38,35,31,57,69,"Big South","A10",0.0104145917485204,0.693836909349018
"68",2018-11-06,34,"home","VCU","Gardner-Webb",38,22,31,35,69,57,"A10","Big South",0.991645995409533,0.693836909349018
"69",2018-11-06,35,"away","Central Conn. St.","Hartford",36,40,39,28,75,68,"NEC","AE",0.813859098093436,0.390926536165334
"70",2018-11-06,35,"home","Hartford","Central Conn. St.",40,36,28,39,68,75,"AE","NEC",0.266942017467324,0.390926536165334
"71",2018-11-06,36,"away","Davis & Elkins","Radford",29,51,28,40,57,91,NA,"Big South",2.2626919441847e-05,0.707080910375892
"72",2018-11-06,36,"home","Radford","Davis & Elkins",51,29,40,28,91,57,"Big South",NA,0.999986040030583,0.707080910375892
"73",2018-11-06,37,"away","Penn","George Mason",33,37,39,34,72,71,"Ivy","A10",0.681042683209848,0.186237112136264
"74",2018-11-06,37,"home","George Mason","Penn",37,33,34,39,71,72,"A10","Ivy",0.456321529410542,0.186237112136264
"75",2018-11-06,38,"away","Detroit Mercy","Western Mich.",28,45,48,44,76,89,"Horizon","MAC",0.0171474568078733,0.688670598134979
"76",2018-11-06,38,"home","Western Mich.","Detroit Mercy",45,28,44,48,89,76,"MAC","Horizon",0.991040338738566,0.688670598134979
"77",2018-11-06,39,"away","Marist","Army West Point",27,33,42,40,69,73,"MAAC","Patriot",0.166277368536383,0.511116136494324
"78",2018-11-06,39,"home","Army West Point","Marist",33,27,40,42,73,69,"Patriot","MAAC",0.887129061469019,0.511116136494324
"79",2018-11-06,40,"away","North Carolina","Wofford",33,26,45,41,78,67,"ACC","SoCon",0.969905197973866,0.635124038983864
"80",2018-11-06,40,"home","Wofford","North Carolina",26,33,41,45,67,78,"SoCon","ACC",0.0727159612010779,0.635124038983864
"81",2018-11-06,41,"away","MIT","Harvard",39,40,27,38,66,78,NA,"Ivy",0.095374696460314,0.595950205945153
"82",2018-11-06,41,"home","Harvard","MIT",40,39,38,27,78,66,"Ivy",NA,0.937532869281254,0.595950205945153
"83",2018-11-06,42,"away","Concordia Chicago","Valparaiso",31,63,34,58,65,121,NA,"MVC",4.3689743159482e-09,0.707106772771495
"84",2018-11-06,42,"home","Valparaiso","Concordia Chicago",63,31,58,34,121,65,"MVC",NA,0.999999992468293,0.707106772771495
"85",2018-11-06,43,"away","New Rochelle","LIU Brooklyn",40,59,36,50,76,109,NA,"NEC",0.000343391846789954,0.706767709827413
"86",2018-11-06,43,"home","LIU Brooklyn","New Rochelle",59,40,50,36,109,76,"NEC",NA,0.999863851046978,0.706767709827413
"87",2018-11-06,44,"away","Kansas","Michigan St.",50,36,42,51,92,87,"Big 12","Big Ten",0.942975616881383,0.608224717859155
"88",2018-11-06,44,"home","Michigan St.","Kansas",36,50,51,42,87,92,"Big Ten","Big 12",0.0832147912132599,0.608224717859155
"89",2018-11-06,45,"away","Alabama A&M","South Fla.",31,34,32,46,63,80,"SWAC","AAC",0.0394985434385201,0.664256229656618
"90",2018-11-06,45,"home","South Fla.","Alabama A&M",34,31,46,32,80,63,"AAC","SWAC",0.978721993585401,0.664256229656618
"91",2018-11-06,46,"away","Newbury","Dartmouth",24,61,15,53,39,114,NA,"Ivy",1.78901283737038e-16,0.707106781186513
"92",2018-11-06,46,"home","Dartmouth","Newbury",61,24,53,15,114,39,"Ivy",NA,0.999999999999952,0.707106781186513
"93",2018-11-06,47,"away","Indiana St.","Ball St.",32,32,37,54,69,86,"MVC","MAC",0.0547473897845451,0.638768511234207
"94",2018-11-06,47,"home","Ball St.","Indiana St.",32,32,54,37,86,69,"MAC","MVC",0.958012362322993,0.638768511234207
"95",2018-11-06,48,"away","Eastern Wash.","Syracuse",10,28,24,38,34,66,"Big Sky","ACC",1.6387085188404e-06,0.707105087092109
"96",2018-11-06,48,"home","Syracuse","Eastern Wash.",28,10,38,24,66,34,"ACC","Big Sky",0.999999242896799,0.707105087092109
"97",2018-11-06,49,"away","Chattanooga","Charlotte",41,28,39,41,80,69,"SoCon","C-USA",0.982904407308962,0.668466719681806
"98",2018-11-06,49,"home","Charlotte","Chattanooga",28,41,41,39,69,80,"C-USA","SoCon",0.0377759323404561,0.668466719681806
"99",2018-11-06,50,"away","USC Upstate","South Carolina",22,30,30,35,52,65,"Big South","SEC",0.0318679834559265,0.674748826797861
"100",2018-11-06,50,"home","South Carolina","USC Upstate",30,22,35,30,65,52,"SEC","Big South",0.985940731315527,0.674748826797861
"101",2018-11-06,51,"away","Florida A&M","Jacksonville",35,14,30,36,65,50,"MEAC","ASUN",0.998960468646673,0.705394415746635
"102",2018-11-06,51,"home","Jacksonville","Florida A&M",14,35,36,30,50,65,"ASUN","MEAC",0.00138217792137762,0.705394415746635
"103",2018-11-06,52,"away","Lenoir-Rhyne","Tennessee",30,50,11,36,41,86,NA,"SEC",1.2868480396992e-07,0.70710599458415
"104",2018-11-06,52,"home","Tennessee","Lenoir-Rhyne",50,30,36,11,86,41,"SEC",NA,0.999999016260659,0.70710599458415
"105",2018-11-06,53,"away","The Citadel","Clemson",40,49,40,51,80,100,"SoCon","ACC",0.0157994894471936,0.689511973627362
"106",2018-11-06,53,"home","Clemson","The Citadel",49,40,51,40,100,80,"ACC","SoCon",0.990893702705486,0.689511973627362
"107",2018-11-06,54,"away","Mt. St. Mary's","NC State",30,40,25,65,55,105,"NEC","ACC",5.25791494121691e-07,0.707089759460685
"108",2018-11-06,54,"home","NC State","Mt. St. Mary's",40,30,65,25,105,55,"ACC","NEC",0.999976453170934,0.707089759460685
"109",2018-11-06,55,"away","Presbyterian","Col. of Charleston",30,36,43,49,73,85,"Big South","CAA",0.0608086052883191,0.636917714480204
"110",2018-11-06,55,"home","Col. of Charleston","Presbyterian",36,30,49,43,85,73,"CAA","Big South",0.961275507511395,0.636917714480204
"111",2018-11-06,56,"away","UMass Lowell","Massachusetts",39,42,36,41,75,83,"AE","A10",0.153421271420415,0.535263544306276
"112",2018-11-06,56,"home","Massachusetts","UMass Lowell",42,39,41,36,83,75,"A10","AE",0.907909606113261,0.535263544306276
"113",2018-11-06,57,"away","Bob Jones","Furman",29,51,19,51,48,102,NA,"SoCon",3.7803705890417e-09,0.707106692719675
"114",2018-11-06,57,"home","Furman","Bob Jones",51,29,51,19,102,48,"SoCon",NA,0.999999878669313,0.707106692719675
"115",2018-11-06,58,"away","Randolph","Longwood",16,48,40,36,56,84,NA,"Big South",2.43913945692741e-06,0.707099298613669
"116",2018-11-06,58,"home","Longwood","Randolph",48,16,36,40,84,56,"Big South",NA,0.999991857167144,0.707099298613669
"117",2018-11-06,59,"away","Stony Brook","George Washington",24,34,39,29,77,74,"AE","A10",0.691822949758138,0.21660687967514
"118",2018-11-06,59,"home","George Washington","Stony Brook",34,24,29,39,74,77,"A10","AE",0.399389382922638,0.21660687967514
"119",2018-11-06,60,"away","FGCU","Illinois St.",28,37,38,37,66,74,"ASUN","MVC",0.0808438957388564,0.618192025658768
"120",2018-11-06,60,"home","Illinois St.","FGCU",37,28,37,38,74,66,"MVC","ASUN",0.95438919534768,0.618192025658768
"121",2018-11-06,61,"away","Towson","Virginia",19,28,23,45,42,73,"CAA","ACC",0.000166541721776557,0.706856663873294
"122",2018-11-06,61,"home","Virginia","Towson",28,19,45,23,73,42,"ACC","CAA",0.99981282221219,0.706856663873294
"123",2018-11-06,62,"away","UNC Greensboro","N.C. A&T",38,39,36,27,74,66,"SoCon","MEAC",0.875745227059769,0.488701668588625
"124",2018-11-06,62,"home","N.C. A&T","UNC Greensboro",39,38,27,36,66,74,"MEAC","SoCon",0.187518248175819,0.488701668588625
"125",2018-11-06,63,"away","Columbia Int'l","Charleston So.",29,42,39,58,68,100,NA,"Big South",0.000402551263985923,0.706611632092855
"126",2018-11-06,63,"home","Charleston So.","Columbia Int'l",42,29,58,39,100,68,"Big South",NA,0.999702299199627,0.706611632092855
"127",2018-11-06,64,"away","UNCW","Campbell",39,40,43,42,93,97,"CAA","Big South",0.29156814047251,0.36161923378753
"128",2018-11-06,64,"home","Campbell","UNCW",40,39,42,43,97,93,"Big South","CAA",0.795507411377435,0.36161923378753
"129",2018-11-06,65,"away","North Ala.","Samford",30,49,44,42,74,91,"ASUN","SoCon",0.00675399821443945,0.700048157773715
"130",2018-11-06,65,"home","Samford","North Ala.",49,30,42,44,91,74,"SoCon","ASUN",0.996765341911985,0.700048157773715
"131",2018-11-06,66,"away","Lees-McRae","Middle Tenn.",29,49,40,42,69,91,NA,"C-USA",0.00127560869349245,0.705575290420112
"132",2018-11-06,66,"home","Middle Tenn.","Lees-McRae",49,29,42,40,91,69,"C-USA",NA,0.999109679296423,0.705575290420112
"133",2018-11-06,67,"away","Ferrum","Coastal Caro.",26,52,21,39,47,91,NA,"Sun Belt",8.31133028337355e-08,0.707106639960196
"134",2018-11-06,67,"home","Coastal Caro.","Ferrum",52,26,39,21,91,47,"Sun Belt",NA,0.99999988338908,0.707106639960196
"135",2018-11-06,68,"away","La Salle","Temple",28,28,39,47,67,75,"A10","AAC",0.170954294044968,0.50167909088977
"136",2018-11-06,68,"home","Temple","La Salle",28,28,47,39,75,67,"AAC","A10",0.878696228695957,0.50167909088977
"137",2018-11-06,69,"away","East Tex. Baptist","Sam Houston St.",32,36,32,49,64,85,NA,"Southland",0.0160357881589669,0.687019088828528
"138",2018-11-06,69,"home","Sam Houston St.","East Tex. Baptist",36,32,49,32,85,64,"Southland",NA,0.987620621048648,0.687019088828528
"139",2018-11-06,70,"away","Incarnate Word","Texas Tech",30,39,7,48,37,87,"Southland","Big 12",2.1373995825283e-08,0.707103366543083
"140",2018-11-06,70,"home","Texas Tech","Incarnate Word",39,30,48,7,87,37,"Big 12","Southland",0.999995192327443,0.707103366543083
"141",2018-11-06,71,"away","Texas Wesleyan","SFA",39,37,32,46,71,83,NA,"Southland",0.11894378964703,0.553265558738302
"142",2018-11-06,71,"home","SFA","Texas Wesleyan",37,39,46,32,83,71,"Southland",NA,0.901122104897547,0.553265558738302
"143",2018-11-06,72,"away","Delaware","Maryland",27,44,40,29,67,73,"CAA","Big Ten",0.0390355499939874,0.656687152789705
"144",2018-11-06,72,"home","Maryland","Delaware",44,27,29,40,73,67,"Big Ten","CAA",0.967706951487471,0.656687152789705
"145",2018-11-06,73,"away","Delaware St.","East Carolina",29,37,27,44,56,81,"MEAC","AAC",0.00299738089065182,0.70326975194869
"146",2018-11-06,73,"home","East Carolina","Delaware St.",37,29,44,27,81,56,"AAC","MEAC",0.997570839785071,0.70326975194869
"147",2018-11-06,74,"away","Cal St. Fullerton","Arizona St.",31,34,52,49,94,102,"Big West","Pac-12",0.130507371855311,0.552380458280285
"148",2018-11-06,74,"home","Arizona St.","Cal St. Fullerton",34,31,49,52,102,94,"Pac-12","Big West",0.91060853429595,0.552380458280285
"149",2018-11-06,75,"away","Grand Canyon","South Dakota St.",36,38,38,41,74,79,"WAC","Summit",0.236818670180062,0.44624374309486
"150",2018-11-06,75,"home","South Dakota St.","Grand Canyon",38,36,41,38,79,74,"Summit","WAC",0.860373508856465,0.44624374309486
"151",2018-11-06,76,"away","Omaha","Minnesota",31,50,45,54,76,104,"Summit","Big Ten",0.000655947286826563,0.706425444534207
"152",2018-11-06,76,"home","Minnesota","Omaha",50,31,54,45,104,76,"Big Ten","Summit",0.99969233104515,0.706425444534207
"153",2018-11-06,77,"away","Huston-Tillotson","Lamar University",22,44,37,35,59,79,NA,"Southland",0.000645538321306812,0.706211299711013
"154",2018-11-06,77,"home","Lamar University","Huston-Tillotson",44,22,35,37,79,59,"Southland",NA,0.999379135968955,0.706211299711013
"155",2018-11-06,78,"away","Louisiana Tech","Wichita St.",39,29,32,29,71,58,"C-USA","AAC",0.985809858709734,0.675274442907635
"156",2018-11-06,78,"home","Wichita St.","Louisiana Tech",29,39,29,32,58,71,"AAC","C-USA",0.0309751025535582,0.675274442907635
"157",2018-11-06,79,"away","Alabama St.","Iowa St.",23,36,30,43,53,79,"SWAC","Big 12",0.000740733265795443,0.70632701150658
"158",2018-11-06,79,"home","Iowa St.","Alabama St.",36,23,43,30,79,53,"Big 12","SWAC",0.999637900647899,0.70632701150658
"159",2018-11-06,80,"away","Oakland City","Austin Peay",39,62,14,52,53,114,NA,"OVC",1.18575002290647e-09,0.70710673440666
"160",2018-11-06,80,"home","Austin Peay","Oakland City",62,39,52,14,114,53,"OVC",NA,0.999999935028996,0.70710673440666
"161",2018-11-06,81,"away","Angelo St.","North Texas",24,44,31,45,55,89,NA,"C-USA",2.10096784022014e-05,0.707082499738324
"162",2018-11-06,81,"home","North Texas","Angelo St.",44,24,45,31,89,55,"C-USA",NA,0.999986670495517,0.707082499738324
"163",2018-11-06,82,"away","Tex. A&M-Commerce","UTRGV",32,45,52,46,84,91,NA,"WAC",0.0770468543477349,0.623237684606895
"164",2018-11-06,82,"home","UTRGV","Tex. A&M-Commerce",45,32,46,52,91,84,"WAC",NA,0.95775085810626,0.623237684606895
"165",2018-11-06,83,"away","Mississippi Col.","Nicholls St.",35,35,23,51,58,86,NA,"Southland",0.00344907629606158,0.69843696253623
"166",2018-11-06,83,"home","Nicholls St.","Mississippi Col.",35,35,51,23,86,58,"Southland",NA,0.99117346305109,0.69843696253623
"167",2018-11-06,84,"away","Arlington Baptist","Abilene Christian",25,52,29,55,54,107,NA,"Southland",9.71299212271952e-09,0.707106766367693
"168",2018-11-06,84,"home","Abilene Christian","Arlington Baptist",52,25,55,29,107,54,"Southland",NA,0.999999988755968,0.707106766367693
"169",2018-11-06,85,"away","Boston U.","Northeastern",33,36,44,38,77,74,"Patriot","CAA",0.759894450722103,0.282849557627956
"170",2018-11-06,85,"home","Northeastern","Boston U.",36,33,38,44,74,77,"CAA","Patriot",0.388381243806488,0.282849557627956
"171",2018-11-06,86,"away","Cornell","Binghamton",37,36,49,39,86,75,"Ivy","AE",0.927775182206368,0.561880005883469
"172",2018-11-06,86,"home","Binghamton","Cornell",36,37,39,49,75,86,"AE","Ivy",0.135695821462455,0.561880005883469
"173",2018-11-06,87,"away","Northland","North Dakota",21,56,27,48,48,104,NA,"Summit",4.58031787982022e-11,0.707106781137908
"174",2018-11-06,87,"home","North Dakota","Northland",56,21,48,27,104,48,"Summit",NA,0.999999999977016,0.707106781137908
"175",2018-11-06,88,"away","Mercer","UAB",25,34,42,41,67,75,"SoCon","C-USA",0.0783455994774728,0.620964374997204
"176",2018-11-06,88,"home","UAB","Mercer",34,25,41,42,75,67,"C-USA","SoCon",0.955855592853325,0.620964374997204
"177",2018-11-06,89,"away","Tennessee Tech","Memphis",31,46,30,30,61,76,"OVC","AAC",0.0141404940946726,0.693229901467127
"178",2018-11-06,89,"home","Memphis","Tennessee Tech",46,31,30,30,76,61,"AAC","OVC",0.994477741470285,0.693229901467127
"179",2018-11-06,90,"away","Oral Roberts","Missouri St.",28,44,22,40,50,84,"Summit","MVC",3.35496783734528e-05,0.707048649955496
"180",2018-11-06,90,"home","Missouri St.","Oral Roberts",44,28,40,22,84,50,"MVC","Summit",0.999951339588846,0.707048649955496
"181",2018-11-06,91,"away","Southern U.","Alabama",27,45,35,37,62,82,"SWAC","SEC",0.00203861499800138,0.704717797931877
"182",2018-11-06,91,"home","Alabama","Southern U.",45,27,37,35,82,62,"SEC","SWAC",0.998659837733946,0.704717797931877
"183",2018-11-06,92,"away","UMKC","Loyola Chicago",18,40,27,36,45,76,"WAC","MVC",1.3194156719191e-05,0.707094799154825
"184",2018-11-06,92,"home","Loyola Chicago","UMKC",40,18,36,27,76,45,"MVC","WAC",0.999996248960366,0.707094799154825
"185",2018-11-06,93,"away","Coppin St.","Wisconsin",27,49,36,36,63,85,"MEAC","Big Ten",0.000662057569255518,0.706270958021124
"186",2018-11-06,93,"home","Wisconsin","Coppin St.",49,27,36,36,85,63,"Big Ten","MEAC",0.999480015008716,0.706270958021124
"187",2018-11-06,94,"away","Mississippi Val.","Nebraska",13,55,24,51,37,106,"SWAC","Big Ten",2.27269983995496e-17,0.707106781186548
"188",2018-11-06,94,"home","Nebraska","Mississippi Val.",55,13,51,24,106,37,"Big Ten","SWAC",1,0.707106781186548
"189",2018-11-06,95,"away","La.-Monroe","Jackson St.",32,36,43,30,75,66,"Sun Belt","SWAC",0.845381924532221,0.448086214896998
"190",2018-11-06,95,"home","Jackson St.","La.-Monroe",36,32,30,43,66,75,"SWAC","Sun Belt",0.214530943555807,0.448086214896998
"191",2018-11-06,96,"away","Central Ark.","Missouri",20,30,35,38,55,68,"Southland","SEC",0.024173646841268,0.68256822600648
"192",2018-11-06,96,"home","Missouri","Central Ark.",30,20,38,35,68,55,"SEC","Southland",0.989375790975907,0.68256822600648
"193",2018-11-06,97,"away","Rockford","Northern Ill.",25,41,29,52,54,93,NA,"MAC",1.19695741444563e-05,0.707085186560528
"194",2018-11-06,97,"home","Northern Ill.","Rockford",41,25,52,29,93,54,"MAC",NA,0.999981430139371,0.707085186560528
"195",2018-11-06,98,"away","Pacific","SIUE",40,21,34,44,74,65,"WCC","OVC",0.98876744807806,0.68834734712777
"196",2018-11-06,98,"home","SIUE","Pacific",21,40,44,34,65,74,"OVC","WCC",0.0153058160065257,0.68834734712777
"197",2018-11-06,99,"away","Bemidji St.","UNI",24,49,27,48,51,97,NA,"MVC",9.08839063938134e-08,0.707106662102075
"198",2018-11-06,99,"home","UNI","Bemidji St.",49,24,48,27,97,51,"MVC",NA,0.99999992247303,0.707106662102075
"199",2018-11-06,100,"away","Southeastern Bapt.","Southern Miss.",26,52,40,59,66,111,NA,"C-USA",8.0690647059785e-07,0.70710595583602
"200",2018-11-06,100,"home","Southern Miss.","Southeastern Bapt.",52,26,59,40,111,66,"C-USA",NA,0.999999639684461,0.70710595583602
"201",2018-11-06,101,"away","Alcorn","Tulsa",37,40,19,33,56,73,"SWAC","AAC",0.0345124005779415,0.668772018164213
"202",2018-11-06,101,"home","Tulsa","Alcorn",40,37,33,19,73,56,"AAC","SWAC",0.980184659338179,0.668772018164213
"203",2018-11-06,102,"away","Fort Valley St.","Troy",21,41,39,54,60,95,NA,"Sun Belt",2.56293524238834e-05,0.707082012322827
"204",2018-11-06,102,"home","Troy","Fort Valley St.",41,21,54,39,95,60,"Sun Belt",NA,0.999990600757713,0.707082012322827
"205",2018-11-06,103,"away","Southeast Mo. St.","Saint Louis",24,40,41,35,65,75,"OVC","A10",0.0182239169408812,0.683208807663456
"206",2018-11-06,103,"home","Saint Louis","Southeast Mo. St.",40,24,35,41,75,65,"A10","OVC",0.984423451807543,0.683208807663456
"207",2018-11-06,104,"away","Texas-Tyler","UT Arlington",25,51,41,39,66,90,NA,"Sun Belt",0.0001804442607117,0.706836093285606
"208",2018-11-06,104,"home","UT Arlington","Texas-Tyler",51,25,39,41,90,66,"Sun Belt",NA,0.999797633519646,0.706836093285606
"209",2018-11-06,105,"away","Westcliff","Loyola Marymount",15,34,28,41,43,75,NA,"WCC",1.03612397796228e-05,0.707097145397736
